id,name,city,rating,rating_count,cost,cuisine,lic_no,link,address,menu
452662,The China Town,"Manikonda,Hyderabad",--,Too Few Ratings,� 150,Chinese,2.36E+13,https://www.swiggy.com/restaurants/the-china-town-manikonda-hyderabad-452662,"The China Town, H no 8-1-284/OU/307, OU Colony, Shaikpet, Hyderabad, Telangana 500008, India",Menu/452662.json
572575,Ekta Kitchen,Gonda,--,Too Few Ratings,� 199,"North Indian,Snacks",2.27E+13,https://www.swiggy.com/restaurants/ekta-kitchen-azad-nagar-gonda-572575,"Ekta Kitchen, Bahraich road ,infront of zila parishad colony gonda - 271001",Menu/572575.json
519298,Chinese Lama,"Uttam Nagar,Delhi",--,Too Few Ratings,� 200,"Chinese,Snacks",2.33E+13,https://www.swiggy.com/restaurants/chinese-lama-uttam-nagar-delhi-519298,"Chinese Lama, Plot No.C-510, J.J.Colony, Hastsal, Uttam Nagar, New Delhi, PALAM, DWARKA,South West , Delhi - 110059",Menu/519298.json
484101,Yaami s Kitchen,"Greater Kailash 2,Delhi",4.1,20+ ratings,� 300,Chinese,1.33E+13,https://www.swiggy.com/restaurants/yaami-s-kitchen-greater-kailash-2-delhi-484101,"Yaami s Kitchen, SHOP NO 3 KRISHNA MARKET KALKAJI NEW DELHI - 110019 South East Delhi 110019",Menu/484101.json
251926,CAKE JUNCTION,"CV Raman Nagar,Bangalore",--,Too Few Ratings,� 300,"Bakery,Desserts",2.12E+13,https://www.swiggy.com/restaurants/cake-junction-cv-raman-nagar-ramagondanahalli-bangalore-251926,"CAKE JUNCTION, NO 204 , Ramagondanahalli , opp RENAISSANCE , jagriti apartment, WHITEFIELD main road , MAHADEVPURA , B.B.M.P East (Karnataka), - 560066, Karnataka",Menu/251926.json
541633,Wichee,"GTB Nagar,Delhi",4.6,50+ ratings,� 400,"Fast Food,Salads",1.33E+13,https://www.swiggy.com/restaurants/wichee-gtb-nagar-delhi-541633,"Wichee, 2515 HUDSON LANE KINGSWAY CAMP, MODEL TOWN, North , Delhi-110009",Menu/541633.json
487898,Indian Pasta s,"Electronic City,Bangalore",--,Too Few Ratings,� 200,"Pastas,Sweets",1.12E+13,https://www.swiggy.com/restaurants/indian-pasta-s-hsr-electronic-city-bangalore-487898,"Indian Pasta s, Ground floor, M.M.R  Residency Site, NO.667 & 668, Sree Ananthanagar phase 1,Near Bescom office Veerasan- Bangalore, India, Begur, Bangalore south, Bangalore urban, Karnataka-560100",Menu/487898.json
334179,LASSI PLUSS,"Yelahanka,Bangalore",--,Too Few Ratings,� 150,"Beverages,Desserts",2.12E+13,https://www.swiggy.com/restaurants/lassi-pluss-yelahanka-yelahanka-new-town-bangalore-334179,"LASSI PLUSS, 707, 4th Phase, Yelahanka New Town, Bengaluru, Karnataka 560032, India",Menu/334179.json
319641,MOMOS KING,Madurai,3.9,20+ ratings,� 200,"Chinese,Beverages",2.24E+13,https://www.swiggy.com/restaurants/momos-king-periyar-rathinapuram-madurai-319641,"MOMOS KING, No.10, Angayar Kanni 4th Cross Street, Jeeva Nagar 2nd Street, Jaihindpuram, Madurai - 625011",Menu/319641.json
554358,Da Dragon Fly,"Malviya Nagar,Delhi",--,Too Few Ratings,� 300,Chinese,2.33E+13,https://www.swiggy.com/restaurants/da-dragon-fly-malviya-nagar-delhi-554358,"Da Dragon Fly, B-48,PANCHSHEEL VIHAR, MALVIYA NAGAR, KHIRKI, HAUZ KHAS, South, Delhi-110017",Menu/554358.json
342500,Sonali Pavbhaji,Morbi,3.6,100+ ratings,� 300,"South Indian,Chaat",2.07E+13,https://www.swiggy.com/restaurants/sonali-pavbhaji-nirmala-road-nirmala-convent-road-rajkot-342500,"Sonali Pavbhaji, Nirmala Road, Nr. SVC Bank, Rajkot",Menu/342500.json
367828,T-SPOT,"South Kolkata,Kolkata",--,Too Few Ratings,� 200,"Chinese,Beverages",2.28E+13,https://www.swiggy.com/restaurants/t-spot-south-ballygunge-kolkata-367828,"T-SPOT, 100 Monohar pukur road Kolkata- 700029",Menu/367828.json
140972,The Million Of Milkshakes,"Santoshnagar & Saidabad,Hyderabad",4.1,50+ ratings,� 300,Beverages,2.36E+13,https://www.swiggy.com/restaurants/the-million-of-milkshakes-bairamalguda-karmanghat-sai-nagar-hyderabad-140972,"The Million Of Milkshakes, Hyderabad. Bairamal Guda Rd, Mytri Nagar, Bairamalguda, Karmanghat, Hyderabad, Telangana 500079",Menu/140972.json
226,Delhi Food Point,"Koramangala,Bangalore",3.8,100+ ratings,� 250,North Indian,2.12E+13,https://www.swiggy.com/restaurants/delhi-food-point-1st-block-koramangala-bangalore-226,"Delhi Food Point, 117, 1st Main, 1st Block, Jakkasandra Extension, Koramangala 1st Block, Bangalore",Menu/226.json
251101,Infiniti Multi Cuisine Restaurant,"Santoshnagar & Saidabad,Hyderabad",--,Too Few Ratings,� 500,Indian,1.36E+13,https://www.swiggy.com/restaurants/infiniti-multi-cuisine-restaurant-champapet-santoshnagar-and-saidabad-hyderabad-251101,"Infiniti Multi Cuisine Restaurant, 9-9-16/B/1 Jitta Anjji Reddy Complex, 1st Floor, Champapet X Roads, Saidabad, Hyderabad 500059",Menu/251101.json
57669,Sindhi Sweets,"South Mohali,Chandigarh",3.8,100+ ratings,� 300,"North Indian,Sweets",1.21E+13,https://www.swiggy.com/restaurants/sindhi-sweets-phase-10-sector-64-chandigarh-57669,"Sindhi Sweets, SCO 55, Phase 10, Mohali",Menu/57669.json
434649,KARACHI BAKERY,"Kondapur,Hyderabad",4.3,100+ ratings,� 400,"Bakery,Pizzas",1.36E+13,https://www.swiggy.com/restaurants/karachi-bakery-kondapur-hyderabad-434649,"KARACHI BAKERY, G-2, Ground Floor, Prime Legend Apartment, Kondapur Village, Serilingampally, Hyderabad, Serlingampally Circle No 20, Hyderabad  West Zone, Telangana-500084",Menu/434649.json
152551,Khana Punjab Da,Anand,3.2,20+ ratings,� 150,Punjabi,2.07E+13,https://www.swiggy.com/restaurants/khana-punjab-da-mahadev-nagar-vivekanand-wadi-anand-152551,"Khana Punjab Da, Near chappel bazar Nana bazar v v nagar",Menu/152551.json
561426,PIZZA BITE,Varanasi,--,Too Few Ratings,� 200,"Pizzas,Fast Food",2.27E+13,https://www.swiggy.com/restaurants/pizza-bite-lanka-varanasi-561426,"PIZZA BITE, N 12/435-1B Chhoti Patiya,  Bajardiha,Varanasi Uttar Pradesh ,  Bazardiha, Nagar Nigam, Varanasi, Uttar  Pradesh - , Bazardiha, Nagar Nigam Food  Safety Zone-18, Varanasi, Uttar Pradesh - 221109",Menu/561426.json
507767,GANGA HOT CHIPS,"Adyar,Chennai",--,Too Few Ratings,� 400,"Snacks,Sweets",1.24E+13,https://www.swiggy.com/restaurants/ganga-hot-chips-adyar-chennai-507767,"GANGA HOT CHIPS, New no 22 ,3rd cross street .kasthuriba nagar adyar chennai - 60020",Menu/507767.json
119851,Jashan Restaurant,Shimla,--,Too Few Ratings,� 250,North Indian,1.09E+13,https://www.swiggy.com/restaurants/jashan-restaurant-mall-road-shimla-119851,"Jashan Restaurant, The Mall Road,Shimla",Menu/119851.json
562541,Rishi Vegetarian Dhaba (Dugri),"Dugri,Ludhiana",--,Too Few Ratings,� 400,"North Indian,Fast Food",2.21E+13,https://www.swiggy.com/restaurants/rishi-vegetarian-dhaba-dugri-dugri-ludhiana-562541,"Rishi Vegetarian Dhaba (Dugri), SCO-85, Phase-1, Urban Estate Dugri, Ludhiana,  Police Station Dugri,  Ludhiana-1(P/S-5,8, Model town, Dugri, PAU, Haibowal, Sarabha Nagar), Ludhiana, Punjab - 141001",Menu/562541.json
5218,Corner House Ice Cream,"Majestic,Bangalore",4.5,100+ ratings,� 250,"Ice Cream,Desserts",1.12E+13,https://www.swiggy.com/restaurants/corner-house-ice-cream-nehrunagar-circle-seshadripuram-bangalore-5218,"Corner House Ice Cream, #29/2, NAGAPPA STREET, NEHRUNAGAR CIRCLE, SHESHADRIPURAM Bangalore - 560021",Menu/5218.json
470325,Lokenath Snacks,"Ruby Area,Kolkata",--,Too Few Ratings,� 150,"Snacks,Biryani",2.28E+13,https://www.swiggy.com/restaurants/lokenath-snacks-ruby-area-kolkata-470325,"Lokenath Snacks, 164, SWINHOE LANE, BOROUGH- VII,  KOLKATA MUNICIPAL CORPORATION,  Kolkata, West Bengal - 700042",Menu/470325.json
322261,Ludos Pizza,"Whitefield,Bangalore",3.9,100+ ratings,� 300,"Italian,Fast Food",1.12E+13,https://www.swiggy.com/restaurants/ludos-pizza-whitefield-bangalore-322261,"Ludos Pizza, NO 386/35, 1 st floor, whitefield village, kr puram hobli bangalore - 560066",Menu/322261.json
370617,Lockdown Kitchen,"Rohini,Delhi",--,Too Few Ratings,� 400,North Indian,2.33E+13,https://www.swiggy.com/restaurants/lockdown-kitchen-rohini-delhi-370617,"Lockdown Kitchen, STARLITE APARTMENTS, Block D, Sector 14, Rohini, Delhi, India",Menu/370617.json
475858,Oriental Treat,Mathura,--,Too Few Ratings,� 200,"Fast Food,Indian",2.27E+13,https://www.swiggy.com/restaurants/oriental-treat-shankar-vihar-mathura-475858,"Oriental Treat, shop no 33 34 shree square market, shree radhapuram, ganesara, mathura tahsil, mathura, uttarpradesh",Menu/475858.json
471065,Rattanam Pizza Passion Point,Hoshiarpur,--,Too Few Ratings,� 200,"Pizzas,American",2.21E+13,https://www.swiggy.com/restaurants/rattanam-pizza-passion-point-preet-nagar-hoshiarpur-471065,"Rattanam Pizza Passion Point, Rattanam Pizza Passion Point, Bulanwari Chowk, Near st farid school, Hoshiarpur, Punjab 146001",Menu/471065.json
506518,DURGA PANDIT CHAT CENTER,"Jadavpur,Kolkata",--,Too Few Ratings,� 200,"Chaat,Snacks",2.28E+13,https://www.swiggy.com/restaurants/durga-pandit-chat-center-jadavpur-kolkata-506518,"DURGA PANDIT CHAT CENTER, 61/C TOLLYGUNGE ROAD,BOROUGH-X,KOLKATA MUNICIPAL CORPORATION,KOLKATA,WEST BENGAL-700033",Menu/506518.json
263640,Pure Veg Meals by Lunchbox,"sohna road,Gurgaon",--,Too Few Ratings,� 200,"North Indian,Desserts",1.08E+13,https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-ava-court-sector-47-gurgaon-263640,"Pure Veg Meals by Lunchbox, LGF Shop no -10, AVA Court , Sispal Vihar Internal Road, A block, Sector 49, Gurgaon, Haryana 122002",Menu/263640.json
547430,BREW TOGETHER,Firozpur,4.1,50+ ratings,� 200,"Indian,Chinese",license,https://www.swiggy.com/restaurants/brew-together-jai-maa-nagar-firozpur-547430,"BREW TOGETHER, Shop no. 47, Ferozepur City,  Shaheed Udham Singh Market,Delhi  gate press Road o/s Delhi Gate  W-13-A1, Firozpur 1(Firozpur),  Firozpur, , Punjab, 152002",Menu/547430.json
443443,Mughal biryani,"Benz Circle and Auto Nagar,Vijayawada",3.3,50+ ratings,� 250,"Biryani,Chinese",2.01E+13,https://www.swiggy.com/restaurants/mughal-biryani-benz-circle-and-auto-nagar-vijayawada-443443,"Mughal biryani, Beside mega gas bunk, centre, Kamayyathopu, Padmaja Nagar, Kanuru, Vijayawada, Andhra Pradesh 520007",Menu/443443.json
477300,Shaan's Biryani & More,"Mehdipatnam,Hyderabad",--,Too Few Ratings,� 300,"Biryani,Fast Food",2.36E+13,https://www.swiggy.com/restaurants/shaans-biryani-and-more-mehdipatnam-hyderabad-477300,"Shaan's Biryani & More, 12-2-342/A/4/1 New Murad Kirana And General MURAD NAGAR MEHDIPATNAM Mehdipatnam circle No 12 Hyderabad - Central Zone Telangana 500028",Menu/477300.json
481858,Cakes and creation,"Paltan Bazaar,Guwahati",--,Too Few Ratings,� 500,Bakery,2.03E+13,https://www.swiggy.com/restaurants/cakes-and-creation-paltan-bazaar-guwahati-481858,"Cakes and creation, Tokobari Satra, Guwahati, Assam 781001, India",Menu/481858.json
81410,Bhukkadd,Ranchi,3.7,100+ ratings,� 250,Chinese,2.11E+13,https://www.swiggy.com/restaurants/bhukkadd-lalpur-nayatoli-ranchi-81410,"Bhukkadd, Purulia Road, Lalpur, Ranchi",Menu/81410.json
365399,Vegetarian Bawarchi,"Ashok Vihar,Delhi",--,Too Few Ratings,� 300,"Indian,Fast Food",2.33E+13,https://www.swiggy.com/restaurants/vegetarian-bawarchi-ashok-vihar-gujranwala-town-delhi-365399,"Vegetarian Bawarchi,  shop no. 15,community  center,ashok vihar phase-2,Wazirpur,saraswati vihar,north west",Menu/365399.json
576981,Wok N More,Jabalpur,--,Too Few Ratings,� 600,"Chinese,Thai",1.14E+13,https://www.swiggy.com/restaurants/wok-n-more-jab-south-jabalpur-576981,"Wok N More, 1329, 4th Bridge Rd, opposite sahil honda showroom, Napier Town, Jabalpur, Madhya Pradesh 482001",Menu/576981.json
426954,KAKKE KA DHABA,Faridabad,--,Too Few Ratings,� 200,North Indian,2.08E+13,https://www.swiggy.com/restaurants/kakke-ka-dhaba-greenfields-fbd-new-dlf-ip-colony-faridabad-426954,"KAKKE KA DHABA, Plot No. 26/D, New DLF, Faridabad.,  Faridabad Town, Faridabad, Faridabad,  Haryana - 121003",Menu/426954.json
159858,Tea Post,Jamnagar,4.3,20+ ratings,� 150,"Fast Food,Snacks",2.07E+13,https://www.swiggy.com/restaurants/tea-post-pn-marg-indradeep-society-jamnagar-159858,"Tea Post, MP Shah Medical College Campus, Nr Hostel, PN Marg, Jamnagar",Menu/159858.json
532518,The Inbox,"Guindy,Chennai",--,Too Few Ratings,� 300,"Fast Food,Italian",2.24E+13,https://www.swiggy.com/restaurants/the-inbox-guindy-chennai-532518,"The Inbox, No.106, Velachery Main Road, Guindy, Chennai - 600032",Menu/532518.json
519801,Taste Of Parika,Mangaluru,3.8,20+ ratings,� 300,"Chinese,Mughlai",2.12E+13,https://www.swiggy.com/restaurants/taste-of-parika-lalbagh-mangaluru-519801,"Taste Of Parika, 2-15-1328/5, Anegundi Road , bejai , Mangalore, Mahanagar Palike road 575004",Menu/519801.json
127688,Family Choice Restaurant,Aligarh,3.3,500+ ratings,� 200,"Mughlai,Tandoor",1.27E+13,https://www.swiggy.com/restaurants/family-choice-restaurant-civil-lines-dodhpur-aligarh-127688,"Family Choice Restaurant, dodhpur, civil lines, aligarh",Menu/127688.json
522084,Desi Dera,Gondal,--,Too Few Ratings,� 200,"North Indian,Chinese",2.07E+13,https://www.swiggy.com/restaurants/desi-dera-kalawad-road-rajkot-522084,"Desi Dera, Bhavani , Natrajnager -1 ,Nilkanthnager Main Road, University Road,Rajkot,360005",Menu/522084.json
194367,Wow! Momo,"NSP,Delhi",4,100+ ratings,� 300,"Tibetan,Healthy Food",1.33E+13,https://www.swiggy.com/restaurants/wow-momo-netaji-subhash-place-new-shakurpur-delhi-194367,"Wow! Momo, Shop No. G - 41, Aggarwal Cyber Plaza, Phase 1, Plot No. C - 4,5,6, Netaji Subhash Place, New Delhi - 110034",Menu/194367.json
251543,Cake Corner,Kota,--,Too Few Ratings,� 100,"Bakery,Desserts",license,https://www.swiggy.com/restaurants/cake-corner-chawani-kota-251543,"Cake Corner, 79, Near Bajrang Daal Meal,Kothri, Chawani, Kota, Rajasthan",Menu/251543.json
356439,SRI MAHALAXMI DHABA (Delhi Wala),"Abids & Koti,Hyderabad",--,Too Few Ratings,� 300,Indian,2.36E+13,https://www.swiggy.com/restaurants/sri-mahalaxmi-dhaba-delhi-wala-nampally-jam-bagh-hyderabad-356439,"SRI MAHALAXMI DHABA (Delhi Wala), GHMC No 159505 MAHBOOBGUNJ AFZALGUNJ HYDERABAD TELANGANA500012 Circle No4 Old MCH CircleI Charmina Hyderabad  South Zone Telangana 500012 ",Menu/356439.json
569452,Kolhapuri Palace Restaurant,"Virar,Mumbai",--,Too Few Ratings,� 600,"North Indian,Chinese",2.15E+13,https://www.swiggy.com/restaurants/kolhapuri-palace-restaurant-virar-mumbai-569452,"Kolhapuri Palace Restaurant, shop no 3 riddhi siddhi commercial complex opp hdil park chandansar road virar east vasai tahashi thane zone 6 maharashtra -401305",Menu/569452.json
396925,Khana khazana caters,Sagar,4.1,100+ ratings,� 160,North Indian,2.14E+13,https://www.swiggy.com/restaurants/khana-khazana-caters-sagar-city-sagar-396925,"Khana khazana caters, 5, Civil Lines, Gopal Ganj, Sagar, Madhya Pradesh 470003, India",Menu/396925.json
5902,Polar Bear The Ice Cream Sundae Zone,"Sanjay Nagar, New BEL Road,Bangalore",4.6,100+ ratings,� 300,"Ice Cream,Beverages",1.12E+13,https://www.swiggy.com/restaurants/polar-bear-the-ice-cream-sundae-zone-rmv-2nd-stage-sanjaynagar-bangalore-5902,"Polar Bear The Ice Cream Sundae Zone, 83, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Menu/5902.json
57855,Juice Forest,"KK Nagar,Chennai",4.3,100+ ratings,� 300,"Healthy Food,Juices",2.24E+13,https://www.swiggy.com/restaurants/juice-forest-ashok-nagar-chennai-57855,"Juice Forest, 86,4th avenue,ashok nagar 600083",Menu/57855.json
15909,Chung Wah Express,"Indiranagar,Bangalore",4.4,100+ ratings,� 350,"Chinese,Pan-Asian",2.12E+13,https://www.swiggy.com/restaurants/chung-wah-express-2nd-stage-domlur-bangalore-15909,"Chung Wah Express, #3169/H, 1st Floor, 1st Main Service Road, HAL 2nd Stage, Indiranagar, Bangalore  -38.",Menu/15909.json
412085,Mag St. Cafe,"Fort Colaba,Mumbai",4.3,100+ ratings,� 800,"Chinese,Asian",1.15E+13,https://www.swiggy.com/restaurants/mag-st-cafe-fort-colaba-mumbai-412085,"Mag St. Cafe, 4, Mandlik Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra- 400001",Menu/412085.json
334475,KFC,"BTM,Bangalore",3.7,500+ ratings,� 400,"American,Snacks",1.12E+13,https://www.swiggy.com/restaurants/kfc-btm-main-road-btm-layout-bangalore-334475,"KFC, KFC restaurants, 942,SV Tower, 16th Main, BTM 2nd Stage ,560076",Menu/334475.json
218338,Baba Chicken (Sector 22),"East Chd,Chandigarh",3.7,100+ ratings,� 300,"Indian,North Indian",1.30E+13,https://www.swiggy.com/restaurants/baba-chicken-sector-22-east-chd-sector-22-chandigarh-218338,"Baba Chicken (Sector 22), SCO 2455-2456, Sector 22-C, Chandigarh",Menu/218338.json
449407,Hotel Sai Shivneri,"Vishrantwadi,Pune",--,Too Few Ratings,� 250,"North Indian,Chinese",license,https://www.swiggy.com/restaurants/hotel-sai-shivneri-kalyani-nagar-pune-449407,"Hotel Sai Shivneri, Deccan Collage Road, near shadal baba darga Yeravada, Pune PMC &Rural, Maharashtra- 411006",Menu/449407.json
375993,SWADIST BHOJNALAYA,Raipur,--,Too Few Ratings,� 200,"Indian,Desserts",2.05E+13,https://www.swiggy.com/restaurants/swadist-bhojnalaya-mahaveer-nagar-telibandha-raipur-375993,"SWADIST BHOJNALAYA, House No 46 Shristi Garden Opposite of  Airtel Office Near By Kusum Villa  Telibandha, Ward no. 33 - Shahid Veer  narayan singh ward, DHARSIWA, Raipur,  Chhattisgarh - 492001",Menu/375993.json
425180,Food Bowl,Dumka,--,Too Few Ratings,� 200,"North Indian,Chinese",license,https://www.swiggy.com/restaurants/food-bowl-dumka-dumka-425180,"Food Bowl, S/O Krishna kant Jha,Ward 21, Court Compound Road, IG Office Ke samne, Quarter Para,Sonwadangal,Dumka,Jharkhand -814101, DUMKA URBAN, Dumka, , Jharkhand, 814101",Menu/425180.json
416774,THE MOMO HUT,Varanasi,3.6,20+ ratings,� 150,"Chinese,Pastas",2.27E+13,https://www.swiggy.com/restaurants/the-momo-hut-lanka-varanasi-416774,"THE MOMO HUT, B/64, Ravindrapuri Rd, Anandbagh, colony, Varanasi, Uttar Pradesh 221005, India",Menu/416774.json
80002,cake Inventor,Bikaner,4,100+ ratings,� 450,Bakery,2.08E+13,https://www.swiggy.com/restaurants/cake-inventor-sector-27-gurgaon-80002,"cake Inventor, Shop No. B-241, First Floor, Supermart-1, DLF Phase IV, Gurgaon",Menu/80002.json
453080,DESI SPOON,"Manish Nagar,Nagpur",--,Too Few Ratings,� 200,"North Indian,Indian",2.15E+13,https://www.swiggy.com/restaurants/desi-spoon-manish-nagar-nagpur-453080,"DESI SPOON, PLOT NO. 89, NEAR ELECTRIC DP, SANTAJI  SOCIETY, SOMALWADA, NAGPUR, Zone  no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440015",Menu/453080.json
559282,Balgude mess,"Bibwewadi,Pune",--,Too Few Ratings,� 100,"Thalis,Indian",license,https://www.swiggy.com/restaurants/balgude-mess-bibwewadi-pune-559282,"Balgude mess, Flat no 302 jay ganesh complex sr  no 28/23/4 near krushi pan  AMBEGAON, Haveli- South of Mutha  River, Pune, , Maharashtra, 411046",Menu/559282.json
234589,Grill 9,"Begumpet,Hyderabad",3.8,1K+ ratings,� 200,"North Indian,Biryani",2.36E+13,https://www.swiggy.com/restaurants/grill-9-begumpet-east-nehru-nagar-hyderabad-234589,"Grill 9, Plot 17/A/1, & 17/A/2, Near Rail Nilayam, S D Road, Secunderabad",Menu/234589.json
411056,Dilkash Fast Foods,Suryapet,--,Too Few Ratings,� 200,Chinese,2.36E+13,https://www.swiggy.com/restaurants/dilkash-fast-foods-razam-suryapet-411056,"Dilkash Fast Foods, PSR Centre, Opp. padmashali bhavan, Suryapet Locality , Solipet , Suryapet, Suryapet, Telangana-508213",Menu/411056.json
400194,H2 Cafe,Bhilai,3.9,50+ ratings,� 280,"Indian,Beverages",1.05E+13,https://www.swiggy.com/restaurants/h2-cafe-nehru-nagar-bhilai-400194,"H2 Cafe, Shop No : 01 , 12/01 Nehru Nagar Bhilai Durg ,  Chattisgarh , DURG, Durg,  Chhattisgarh-490001",Menu/400194.json
518503,SAPNA KI RASOI,"Shantinagar,Bangalore",--,Too Few Ratings,� 250,"North Indian,Indian",2.12E+13,https://www.swiggy.com/restaurants/sapna-ki-rasoi-shantinagar-jeevan-bima-nagar-bangalore-518503,"SAPNA KI RASOI, NO 1324, 11 MAIN, 6TH CROSS, KODIHALLI, LEELA PALACE ROAD, HAL 3RD STAGE, BANGALORE, Shanthinagara , B.B.M.P East, Karnataka - 560008",Menu/518503.json
518117,The Back Benchers,Sangrur,--,Too Few Ratings,� 150,Street Food,2.21E+13,https://www.swiggy.com/restaurants/the-back-benchers-nabha-gate-nankiana-chowk-sangrur-518117,"The Back Benchers, Nankiana Sahib Rd,Opposite at Dominos, Punjab 148001, India",Menu/518117.json
93527,Yo Frankie (Pure Veg),"Akota,Vadodara",4.3,50+ ratings,� 100,"Beverages,Snacks",license,https://www.swiggy.com/restaurants/yo-frankie-pure-veg-alkapuri-vadodara-93527,"Yo Frankie (Pure Veg), Yo Frankie, 24, Bombay Shopping Center, Race Course Circle, Alkapuri, Vadodara",Menu/93527.json
24812,Bistro 57,"NSP,Delhi",4.1,20+ ratings,� 200,"Beverages,Fast Food",2.33E+13,https://www.swiggy.com/restaurants/bistro-57-p-p-towers-nsp-delhi-24812,"Bistro 57, G-9, P.P. Towers, Netaji Subhash Place, New Delhi",Menu/24812.json
478168,KALAI MESS & FAST FOOD,Dharmapuri,--,Too Few Ratings,� 300,"Chinese,North Indian",2.24E+13,https://www.swiggy.com/restaurants/kalai-mess-and-fast-food-nirmala-nagar-dharmapuri-478168,"KALAI MESS & FAST FOOD, NO:35, NETHAJI BYE PASS ROAD, DHARMAPURI",Menu/478168.json
484766,swadishtam,"JP Nagar,Bangalore",--,Too Few Ratings,� 100,South Indian,1.12E+13,https://www.swiggy.com/restaurants/swadishtam-jp-nagar-bangalore-484766,"swadishtam, 690/P, Ratna Kunj, 12th Cross, 14th Main Rd, Jeewan Griha Colony, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",Menu/484766.json
314851,Pot Pot - Yum Yum Indian Delivery,Sirsa,4.6,100+ ratings,� 1500,"Indian,North Indian",1.08E+13,https://www.swiggy.com/restaurants/pot-pot-yum-yum-indian-delivery-palam-vihar-gur-palam-vihar-gurgaon-314851,"Pot Pot - Yum Yum Indian Delivery, 617, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana ",Menu/314851.json
555126,Jain Eating Point,"Raj Nagar,Noida",--,Too Few Ratings,� 200,"Snacks,Chinese",license,https://www.swiggy.com/restaurants/jain-eating-point-raj-nagar-noida-555126,"Jain Eating Point, SHOP NO. 11 GROUND FLOOR  WINDSOR PARADISE II, Ghaziabad  Nagar Nigam Zone-13, Ghaziabad, Uttar Pradesh",Menu/555126.json
500842,Dim Chi Bao,Jammu,--,Too Few Ratings,� 300,"Asian,Beverages",2.10E+13,https://www.swiggy.com/restaurants/dim-chi-bao-trikuta-nagar-jammu-500842,"Dim Chi Bao, Housing Unit No. I, Channi Himmat (Sector No.2 Tawi Shopping Complex, Channi Himat, Jammu, Jammu and Kashmir 180015",Menu/500842.json
183648,Shahi Muradabadi Chicken Biryani,"Old Delhi,Delhi",--,Too Few Ratings,� 200,Biryani,2.33E+13,https://www.swiggy.com/restaurants/shahi-muradabadi-chicken-biryani-old-delhi-delhi-183648,"Shahi Muradabadi Chicken Biryani, Bazar Deshbandhu Gupta Park Ajmeri gate opp police choki, District - Central, STATE - Delhi-110006",Menu/183648.json
578913,SHALOM HOTEL,"Vashi,Mumbai",--,Too Few Ratings,� 400,"North Indian,Thalis",2.15E+13,https://www.swiggy.com/restaurants/shalom-hotel-vashi-mumbai-578913,"SHALOM HOTEL, ROOM NO 1784 MHATRE AALI, GHANSOLI GAON, NAVI MUMBAI, KALWA MUMBRA ZONE, MAHARASHTRA 400701",Menu/578913.json
501947,shivtej chinese point,Ratnagiri,--,Too Few Ratings,� 200,"Chinese,Beverages",2.15E+13,https://www.swiggy.com/restaurants/shivtej-chinese-point-ratnagiri-ratnagiri-501947,"shivtej chinese point, 809 Jambhulfata Stop Mirjole Ratnagiri",Menu/501947.json
308091,MR NAAN MRS CURRY,"Connaught Place,Delhi",--,Too Few Ratings,� 300,"Indian,Fast Food",license,https://www.swiggy.com/restaurants/mr-naan-mrs-curry-outer-circal-cp-connaught-place-delhi-308091,"MR NAAN MRS CURRY, N95,N block,above Star bucks coffee house,outer circal cp,central Delhi 110001",Menu/308091.json
513793,Samudra Sea Food,Halol,--,Too Few Ratings,� 300,"Seafood,Malwani",2.15E+13,https://www.swiggy.com/restaurants/samudra-sea-food-fun-fiesta-road-mumbai-513793,"Samudra Sea Food, Shop-28, Ridhhi Apartment, 1st Road, Nalasopara, Mumbai",Menu/513793.json
565264,Hotel Suhana,"Sadar,Nagpur",--,Too Few Ratings,� 300,"North Indian,Chinese",2.15E+13,https://www.swiggy.com/restaurants/hotel-suhana-sadar-nagpur-565264,"Hotel Suhana, PLOT NO 10 SHOP NO 02 TELEPHONE EXCHANGE KAPIL NAGAR UPPALWADI NAGPUR 440026",Menu/565264.json
478992,Aaradhya Food Point,"Mahadevpura,Bangalore",--,Too Few Ratings,� 150,"Combo,North Indian",2.12E+13,https://www.swiggy.com/restaurants/aaradhya-food-point-mahadevpura-bangalore-478992,"Aaradhya Food Point, NEAR KAMDHENU TEMPLE 3RD MAIN 6TH CROSS PADHMESHWARI NAGAR KITHAGANUR MAIN ROAD MEDAHALLI BANGALORE, K R Puram, B.B.M.P East, Karnataka - 560049",Menu/478992.json
132253,Trivandrum Chicken Corner,Kollam,3.1,50+ ratings,� 200,"Arabian,South Indian",2.13E+13,https://www.swiggy.com/restaurants/trivandrum-chicken-corner-chinnakada-polayathodu-kollam-132253,"Trivandrum Chicken Corner, Kurumpelil Avenue, Polayathodu, Kollam, Kerala 691021, India",Menu/132253.json
